web-scraper-order,web-scraper-start-url,link-pergunta,link-pergunta-href
"1590675611-198","https://www.quora.com/profile/Vincent-Pisano-2/questions","In professional wrestling, what does ""Being Burchilled"" mean?","https://www.quora.com/In-professional-wrestling-what-does-Being-Burchilled-mean"
"1590675611-671","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you find retro levels in Streets of Rage 4?","https://www.quora.com/How-do-you-find-retro-levels-in-Streets-of-Rage-4"
"1590675611-682","https://www.quora.com/profile/Vincent-Pisano-2/questions","How many levels are there in Cyberpunk 2077?","https://www.quora.com/unanswered/How-many-levels-are-there-in-Cyberpunk-2077"
"1590675611-589","https://www.quora.com/profile/Vincent-Pisano-2/questions","When will gyms open in Nevada?","https://www.quora.com/unanswered/When-will-gyms-open-in-Nevada"
"1590675611-714","https://www.quora.com/profile/Vincent-Pisano-2/questions","Who are the actors in the coronavirus quarantine-themed version of the Whassup Budweiser commercial?","https://www.quora.com/unanswered/Who-are-the-actors-in-the-coronavirus-quarantine-themed-version-of-the-Whassup-Budweiser-commercial"
"1590675611-202","https://www.quora.com/profile/Vincent-Pisano-2/questions","What do you think of The Undertaker's documentary series ""The Last Ride""?","https://www.quora.com/What-do-you-think-of-The-Undertakers-documentary-series-The-Last-Ride"
"1590675611-700","https://www.quora.com/profile/Vincent-Pisano-2/questions","Are there any cheat codes for Streets of Rage 4?","https://www.quora.com/unanswered/Are-there-any-cheat-codes-for-Streets-of-Rage-4"
"1590675611-220","https://www.quora.com/profile/Vincent-Pisano-2/questions","What are the best soy candles in 2020?","https://www.quora.com/unanswered/What-are-the-best-soy-candles-in-2020"
"1590675611-171","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you turn off the local news notification on Facebook?","https://www.quora.com/unanswered/How-do-you-turn-off-the-local-news-notification-on-Facebook"
"1590675611-844","https://www.quora.com/profile/Vincent-Pisano-2/questions","As a Sagittarius, who are your favorite musicians?","https://www.quora.com/unanswered/As-a-Sagittarius-who-are-your-favorite-musicians"
"1590675611-845","https://www.quora.com/profile/Vincent-Pisano-2/questions","As a Pisces, who are your favorite musicians?","https://www.quora.com/As-a-Pisces-who-are-your-favorite-musicians"
"1590675611-309","https://www.quora.com/profile/Vincent-Pisano-2/questions","Is there a price to being a leader? Why or why not?","https://www.quora.com/Is-there-a-price-to-being-a-leader-Why-or-why-not"
"1590675611-694","https://www.quora.com/profile/Vincent-Pisano-2/questions","Why do people cut slits into pork roll?","https://www.quora.com/Why-do-people-cut-slits-into-pork-roll"
"1590675611-319","https://www.quora.com/profile/Vincent-Pisano-2/questions","Should an N95 mask be worn on a college tour?","https://www.quora.com/Should-an-N95-mask-be-worn-on-a-college-tour"
"1590675611-431","https://www.quora.com/profile/Vincent-Pisano-2/questions","Are you proud of getting a degree from Eastern Washington University?","https://www.quora.com/Are-you-proud-of-getting-a-degree-from-Eastern-Washington-University"
"1590675611-207","https://www.quora.com/profile/Vincent-Pisano-2/questions","Is the Cheetos flavor of Prosciutto with cheese available everywhere?","https://www.quora.com/unanswered/Is-the-Cheetos-flavor-of-Prosciutto-with-cheese-available-everywhere"
"1590675611-230","https://www.quora.com/profile/Vincent-Pisano-2/questions","Is it an MLB strategy to remove a pitcher with 85 pitches in the 7th inning of a tie game? Why or why not?","https://www.quora.com/Is-it-an-MLB-strategy-to-remove-a-pitcher-with-85-pitches-in-the-7th-inning-of-a-tie-game-Why-or-why-not"
"1590675611-295","https://www.quora.com/profile/Vincent-Pisano-2/questions","How long does it personally take you to finish a honey-do list?","https://www.quora.com/How-long-does-it-personally-take-you-to-finish-a-honey-do-list"
"1590675611-705","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is your highest score in Facebook's basketball FRVR?","https://www.quora.com/unanswered/What-is-your-highest-score-in-Facebooks-basketball-FRVR"
"1590675611-647","https://www.quora.com/profile/Vincent-Pisano-2/questions","Why are coronavirus patients asked to lie face down?","https://www.quora.com/Why-are-coronavirus-patients-asked-to-lie-face-down"
"1590675611-819","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you livestream PS5 on Instagram Live?","https://www.quora.com/unanswered/How-do-you-livestream-PS5-on-Instagram-Live"
"1590675611-788","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the Weibo stock symbol?","https://www.quora.com/unanswered/What-is-the-Weibo-stock-symbol"
"1590675611-732","https://www.quora.com/profile/Vincent-Pisano-2/questions","What does the Space Jam 2 logo look like?","https://www.quora.com/unanswered/What-does-the-Space-Jam-2-logo-look-like"
"1590675611-780","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the largest file that WordPerfect will let you download?","https://www.quora.com/unanswered/What-is-the-largest-file-that-WordPerfect-will-let-you-download"
"1590675611-670","https://www.quora.com/profile/Vincent-Pisano-2/questions","What music is on the Streets of Rage 4 soundtrack?","https://www.quora.com/unanswered/What-music-is-on-the-Streets-of-Rage-4-soundtrack"
"1590675611-710","https://www.quora.com/profile/Vincent-Pisano-2/questions","How many laps are in a marathon?","https://www.quora.com/How-many-laps-are-in-a-marathon"
"1590675611-484","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is Candace Cameron Bure's salary?","https://www.quora.com/unanswered/What-is-Candace-Cameron-Bures-salary"
"1590675611-814","https://www.quora.com/profile/Vincent-Pisano-2/questions","Who won the Marquise Goodwin trade, the Philadelphia Eagles or the San Francisco 49ers? Why?","https://www.quora.com/Who-won-the-Marquise-Goodwin-trade-the-Philadelphia-Eagles-or-the-San-Francisco-49ers-Why"
"1590675611-175","https://www.quora.com/profile/Vincent-Pisano-2/questions","What years NBA, NFL, NHL, or NBA championship ring had the most hidden meaning? Why?","https://www.quora.com/What-years-NBA-NFL-NHL-or-NBA-championship-ring-had-the-most-hidden-meaning-Why"
"1590675611-754","https://www.quora.com/profile/Vincent-Pisano-2/questions","Can you look at someone's Kik Messenger without an account?","https://www.quora.com/unanswered/Can-you-look-at-someones-Kik-Messenger-without-an-account"
"1590675611-549","https://www.quora.com/profile/Vincent-Pisano-2/questions","What are the best PS5 games for adults?","https://www.quora.com/What-are-the-best-PS5-games-for-adults"
"1590675611-329","https://www.quora.com/profile/Vincent-Pisano-2/questions","What famous people turn 50 in 2021?","https://www.quora.com/What-famous-people-turn-50-in-2021"
"1590675611-626","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the meaning of the song ""One More Time"" by Daft Punk?","https://www.quora.com/unanswered/What-is-the-meaning-of-the-song-One-More-Time-by-Daft-Punk"
"1590675611-212","https://www.quora.com/profile/Vincent-Pisano-2/questions","Will a 2020 championship in MLB, NFL, NBA, and NHL be the most remembered in each sports history?","https://www.quora.com/Will-a-2020-championship-in-MLB-NFL-NBA-and-NHL-be-the-most-remembered-in-each-sports-history"
"1590675611-337","https://www.quora.com/profile/Vincent-Pisano-2/questions","What type of person did you swear you'd never date and fell in love with that person?","https://www.quora.com/What-type-of-person-did-you-swear-youd-never-date-and-fell-in-love-with-that-person"
"1590675611-838","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the sexiest underwear size?","https://www.quora.com/What-is-the-sexiest-underwear-size"
"1590675611-678","https://www.quora.com/profile/Vincent-Pisano-2/questions","What MLB player would you be most sad to watch have a season of their prime taken away because the season was cancelled?","https://www.quora.com/What-MLB-player-would-you-be-most-sad-to-watch-have-a-season-of-their-prime-taken-away-because-the-season-was-cancelled"
"1590675611-438","https://www.quora.com/profile/Vincent-Pisano-2/questions","What game show fact made you think ""no wait, really""?","https://www.quora.com/What-game-show-fact-made-you-think-no-wait-really"
"1590675611-863","https://www.quora.com/profile/Vincent-Pisano-2/questions","What should you never say to someone who has had the coronavirus?","https://www.quora.com/What-should-you-never-say-to-someone-who-has-had-the-coronavirus"
"1590675611-383","https://www.quora.com/profile/Vincent-Pisano-2/questions","Are the authors of the biographical book Finding Freedom, Omid Scobie and Carolyn Durand friends of Prince Harry and Meghan?","https://www.quora.com/unanswered/Are-the-authors-of-the-biographical-book-Finding-Freedom-Omid-Scobie-and-Carolyn-Durand-friends-of-Prince-Harry-and-Meghan"
"1590675611-763","https://www.quora.com/profile/Vincent-Pisano-2/questions","In Ring Fit Adventure, what is grinding?","https://www.quora.com/unanswered/In-Ring-Fit-Adventure-what-is-grinding"
"1590675611-247","https://www.quora.com/profile/Vincent-Pisano-2/questions","Why would a court case be reopened after decades with no new evidence?","https://www.quora.com/Why-would-a-court-case-be-reopened-after-decades-with-no-new-evidence"
"1590675611-720","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the meaning of the song ""Follow Your Arrow"" by Kacey Musgraves?","https://www.quora.com/What-is-the-meaning-of-the-song-Follow-Your-Arrow-by-Kacey-Musgraves"
"1590675611-719","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is Baidu's stock symbol?","https://www.quora.com/unanswered/What-is-Baidus-stock-symbol"
"1590675611-400","https://www.quora.com/profile/Vincent-Pisano-2/questions","What color Venmo cards can a person choose from?","https://www.quora.com/What-color-Venmo-cards-can-a-person-choose-from"
"1590675611-619","https://www.quora.com/profile/Vincent-Pisano-2/questions","As a high school senior, how did the Corona virus affect your major choice in college?","https://www.quora.com/As-a-high-school-senior-how-did-the-Corona-virus-affect-your-major-choice-in-college"
"1590675611-640","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the meaning of the song ""Change of Heart"" by Cyndi Lauper?","https://www.quora.com/unanswered/What-is-the-meaning-of-the-song-Change-of-Heart-by-Cyndi-Lauper"
"1590675611-768","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is J-Woww up to in 2020?","https://www.quora.com/unanswered/What-is-J-Woww-up-to-in-2020"
"1590675611-283","https://www.quora.com/profile/Vincent-Pisano-2/questions","Can an Etsy seller buy a product from their own listing on Etsy?","https://www.quora.com/Can-an-Etsy-seller-buy-a-product-from-their-own-listing-on-Etsy"
"1590675611-596","https://www.quora.com/profile/Vincent-Pisano-2/questions","What happens to players of Pokémon Sword and Shield who leave online matches abruptly?","https://www.quora.com/What-happens-to-players-of-Pok%C3%A9mon-Sword-and-Shield-who-leave-online-matches-abruptly"
"1590675611-573","https://www.quora.com/profile/Vincent-Pisano-2/questions","Can you see a history of profiles you've clicked on LinkedIn?","https://www.quora.com/Can-you-see-a-history-of-profiles-youve-clicked-on-LinkedIn"
"1590675611-200","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you remove the ""branded content"" notification on Instagram?","https://www.quora.com/unanswered/How-do-you-remove-the-branded-content-notification-on-Instagram"
"1590675611-591","https://www.quora.com/profile/Vincent-Pisano-2/questions","Can you see a history of profiles you've clicked on TikTok?","https://www.quora.com/unanswered/Can-you-see-a-history-of-profiles-youve-clicked-on-TikTok"
"1590675611-585","https://www.quora.com/profile/Vincent-Pisano-2/questions","Are there any cheats for Divinity: Original Sin 2?","https://www.quora.com/unanswered/Are-there-any-cheats-for-Divinity-Original-Sin-2"
"1590675611-849","https://www.quora.com/profile/Vincent-Pisano-2/questions","As a Virgo, who are your favorite musicians?","https://www.quora.com/As-a-Virgo-who-are-your-favorite-musicians"
"1590675611-395","https://www.quora.com/profile/Vincent-Pisano-2/questions","What are the best exercises to alleviate a quarantine effect on your neck and back?","https://www.quora.com/What-are-the-best-exercises-to-alleviate-a-quarantine-effect-on-your-neck-and-back"
"1590675611-649","https://www.quora.com/profile/Vincent-Pisano-2/questions","What do you think of Nicolas Cage portraying Joe Exotic in a scripted series about The Tiger King?","https://www.quora.com/unanswered/What-do-you-think-of-Nicolas-Cage-portraying-Joe-Exotic-in-a-scripted-series-about-The-Tiger-King"
"1590675611-740","https://www.quora.com/profile/Vincent-Pisano-2/questions","Can you search Amazon without an Amazon account?","https://www.quora.com/Can-you-search-Amazon-without-an-Amazon-account"
"1590675611-270","https://www.quora.com/profile/Vincent-Pisano-2/questions","What was it like to get a well-check up by your child's pediatrician from your car during quarantine?","https://www.quora.com/unanswered/What-was-it-like-to-get-a-well-check-up-by-your-childs-pediatrician-from-your-car-during-quarantine"
"1590675611-536","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is something you aren't aware of until you know an ESFJ more personally/intimately?","https://www.quora.com/unanswered/What-is-something-you-arent-aware-of-until-you-know-an-ESFJ-more-personally-intimately"
"1590675611-685","https://www.quora.com/profile/Vincent-Pisano-2/questions","What are the most disturbing pinball games ever?","https://www.quora.com/unanswered/What-are-the-most-disturbing-pinball-games-ever"
"1590675611-584","https://www.quora.com/profile/Vincent-Pisano-2/questions","Are you required to attend jury duty during the coronavirus?","https://www.quora.com/Are-you-required-to-attend-jury-duty-during-the-coronavirus"
"1590675611-224","https://www.quora.com/profile/Vincent-Pisano-2/questions","Should someone with an autoimmune disease wear an N95 mask?","https://www.quora.com/Should-someone-with-an-autoimmune-disease-wear-an-N95-mask"
"1590675611-265","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you think Owen Hart would react if he knew how his wife has handled everything?","https://www.quora.com/How-do-you-think-Owen-Hart-would-react-if-he-knew-how-his-wife-has-handled-everything"
"1590675611-856","https://www.quora.com/profile/Vincent-Pisano-2/questions","As a Capricorn, who are your favorite musicians?","https://www.quora.com/As-a-Capricorn-who-are-your-favorite-musicians"
"1590675611-822","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the meaning of the song ""Myron"" by Lil Uzi Vert?","https://www.quora.com/unanswered/What-is-the-meaning-of-the-song-Myron-by-Lil-Uzi-Vert"
"1590675611-379","https://www.quora.com/profile/Vincent-Pisano-2/questions","Has a UFC fighter ever finished a fight with a knock out or submission in 4 different decades?","https://www.quora.com/Has-a-UFC-fighter-ever-finished-a-fight-with-a-knock-out-or-submission-in-4-different-decades"
"1590675611-718","https://www.quora.com/profile/Vincent-Pisano-2/questions","Is Baidu better than Alibaba?","https://www.quora.com/Is-Baidu-better-than-Alibaba"
"1590675611-495","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you track a RedBubble package that someone else bought you?","https://www.quora.com/How-do-you-track-a-RedBubble-package-that-someone-else-bought-you"
"1590675611-211","https://www.quora.com/profile/Vincent-Pisano-2/questions","What does CTC mean in WWE?","https://www.quora.com/What-does-CTC-mean-in-WWE"
"1590675611-690","https://www.quora.com/profile/Vincent-Pisano-2/questions","What statistic probably won't be popular with most women?","https://www.quora.com/unanswered/What-statistic-probably-wont-be-popular-with-most-women"
"1590675611-775","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you place furniture and fences diagonally in Animal Crossing?","https://www.quora.com/How-do-you-place-furniture-and-fences-diagonally-in-Animal-Crossing"
"1590675611-199","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the difference between the G-factor and the D-factor of personality?","https://www.quora.com/unanswered/What-is-the-difference-between-the-G-factor-and-the-D-factor-of-personality"
"1590675611-691","https://www.quora.com/profile/Vincent-Pisano-2/questions","What record did ""The Mountain"" Thor Bjornsson of Game of Thrones break?","https://www.quora.com/What-record-did-The-Mountain-Thor-Bjornsson-of-Game-of-Thrones-break"
"1590675611-158","https://www.quora.com/profile/Vincent-Pisano-2/questions","In baseball, what is the term for a pitcher who uses both hands to pitch?","https://www.quora.com/In-baseball-what-is-the-term-for-a-pitcher-who-uses-both-hands-to-pitch"
"1590675611-593","https://www.quora.com/profile/Vincent-Pisano-2/questions","Can you see a history of profiles you've clicked on Twitch?","https://www.quora.com/unanswered/Can-you-see-a-history-of-profiles-youve-clicked-on-Twitch"
"1590675611-299","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you download HBO Max on a PS4?","https://www.quora.com/unanswered/How-do-you-download-HBO-Max-on-a-PS4"
"1590675611-695","https://www.quora.com/profile/Vincent-Pisano-2/questions","Will the PS5 have RDNA 3?","https://www.quora.com/Will-the-PS5-have-RDNA-3"
"1590675611-451","https://www.quora.com/profile/Vincent-Pisano-2/questions","What are the best TED Talks about the coronavirus?","https://www.quora.com/unanswered/What-are-the-best-TED-Talks-about-the-coronavirus"
"1590675611-686","https://www.quora.com/profile/Vincent-Pisano-2/questions","Will Andy Dalton improve the Dallas Cowboys in 2020?","https://www.quora.com/Will-Andy-Dalton-improve-the-Dallas-Cowboys-in-2020"
"1590675611-488","https://www.quora.com/profile/Vincent-Pisano-2/questions","Do people in Canada use the word ""bruh""?","https://www.quora.com/Do-people-in-Canada-use-the-word-bruh"
"1590675611-526","https://www.quora.com/profile/Vincent-Pisano-2/questions","What was the greatest calendar month performance by a player in tennis history?","https://www.quora.com/What-was-the-greatest-calendar-month-performance-by-a-player-in-tennis-history"
"1590675611-267","https://www.quora.com/profile/Vincent-Pisano-2/questions","When do Fortnite’s daily challenges reset?","https://www.quora.com/When-do-Fortnite-s-daily-challenges-reset"
"1590675611-577","https://www.quora.com/profile/Vincent-Pisano-2/questions","Did Sonny Vaccaro ruin college basketball? Why or why not?","https://www.quora.com/unanswered/Did-Sonny-Vaccaro-ruin-college-basketball-Why-or-why-not"
"1590675611-232","https://www.quora.com/profile/Vincent-Pisano-2/questions","Are bowlers allowed to smoke on the PBA Tour?","https://www.quora.com/Are-bowlers-allowed-to-smoke-on-the-PBA-Tour"
"1590675611-605","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the meaning of the song ""Juicy"" by Notorius B.I.G.?","https://www.quora.com/unanswered/What-is-the-meaning-of-the-song-Juicy-by-Notorius-B-I-G"
"1590675611-676","https://www.quora.com/profile/Vincent-Pisano-2/questions","What NBA player would you be most sad to watch have a season of their prime taken away because the season was cancelled?","https://www.quora.com/What-NBA-player-would-you-be-most-sad-to-watch-have-a-season-of-their-prime-taken-away-because-the-season-was-cancelled"
"1590675611-857","https://www.quora.com/profile/Vincent-Pisano-2/questions","Does Val Kilmer believe in death?","https://www.quora.com/unanswered/Does-Val-Kilmer-believe-in-death"
"1590675611-393","https://www.quora.com/profile/Vincent-Pisano-2/questions","Will the high five disappear in sports? Why or why not?","https://www.quora.com/Will-the-high-five-disappear-in-sports-Why-or-why-not"
"1590675611-528","https://www.quora.com/profile/Vincent-Pisano-2/questions","Where is the line between a crazy gamer and a regular gamer?","https://www.quora.com/Where-is-the-line-between-a-crazy-gamer-and-a-regular-gamer"
"1590675611-444","https://www.quora.com/profile/Vincent-Pisano-2/questions","What month do people usually graduate from the military?","https://www.quora.com/What-month-do-people-usually-graduate-from-the-military"
"1590675611-548","https://www.quora.com/profile/Vincent-Pisano-2/questions","What food fact made you think ""no wait, really""?","https://www.quora.com/What-food-fact-made-you-think-no-wait-really"
"1590675611-790","https://www.quora.com/profile/Vincent-Pisano-2/questions","Is Joe Burrow better than Jeff Okudah?","https://www.quora.com/Is-Joe-Burrow-better-than-Jeff-Okudah"
"1590675611-464","https://www.quora.com/profile/Vincent-Pisano-2/questions","Where there be qualifying for the 2023 WBC?","https://www.quora.com/unanswered/Where-there-be-qualifying-for-the-2023-WBC"
"1590675611-512","https://www.quora.com/profile/Vincent-Pisano-2/questions","When determining whether your pregnancy will be a boy or a girl, what percentage of old traditions in your country are true?","https://www.quora.com/When-determining-whether-your-pregnancy-will-be-a-boy-or-a-girl-what-percentage-of-old-traditions-in-your-country-are-true"
"1590675611-698","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the meaning of the song ""Paul Revere"" by The Beastie Boys?","https://www.quora.com/What-is-the-meaning-of-the-song-Paul-Revere-by-The-Beastie-Boys"
"1590675611-601","https://www.quora.com/profile/Vincent-Pisano-2/questions","Does Bella Thorne have TikTok?","https://www.quora.com/unanswered/Does-Bella-Thorne-have-TikTok"
"1590675611-658","https://www.quora.com/profile/Vincent-Pisano-2/questions","What was it like to be hired by a company on a Zoom call during the Corona virus?","https://www.quora.com/What-was-it-like-to-be-hired-by-a-company-on-a-Zoom-call-during-the-Corona-virus"
"1590675611-463","https://www.quora.com/profile/Vincent-Pisano-2/questions","Can you post a picture of a perfect Zoom moment?","https://www.quora.com/Can-you-post-a-picture-of-a-perfect-Zoom-moment"
"1590675611-377","https://www.quora.com/profile/Vincent-Pisano-2/questions","What UFC fighter has the highest striking percentage in UFC history?","https://www.quora.com/What-UFC-fighter-has-the-highest-striking-percentage-in-UFC-history"
"1590675611-384","https://www.quora.com/profile/Vincent-Pisano-2/questions","When will the Lifetime movie about Prince Harry and Meghan premiere?","https://www.quora.com/When-will-the-Lifetime-movie-about-Prince-Harry-and-Meghan-premiere"
"1590675611-786","https://www.quora.com/profile/Vincent-Pisano-2/questions","As a contestant on NBC's ""The Wall"", would you sign the contract or tear it up? Why?","https://www.quora.com/unanswered/As-a-contestant-on-NBCs-The-Wall-would-you-sign-the-contract-or-tear-it-up-Why"
"1590675611-550","https://www.quora.com/profile/Vincent-Pisano-2/questions","What will Little Richard be remembered for after his death?","https://www.quora.com/What-will-Little-Richard-be-remembered-for-after-his-death"
"1590675611-748","https://www.quora.com/profile/Vincent-Pisano-2/questions","How can you recover a deleted Hinge account?","https://www.quora.com/unanswered/How-can-you-recover-a-deleted-Hinge-account"
"1590675611-513","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is something from Dirilis Ertugrul that is really kind of dark, but gets ignored?","https://www.quora.com/unanswered/What-is-something-from-Dirilis-Ertugrul-that-is-really-kind-of-dark-but-gets-ignored"
"1590675611-621","https://www.quora.com/profile/Vincent-Pisano-2/questions","As a mental performance consultant, how would you spend $2,000 to better your services?","https://www.quora.com/unanswered/As-a-mental-performance-consultant-how-would-you-spend-2-000-to-better-your-services"
"1590675611-272","https://www.quora.com/profile/Vincent-Pisano-2/questions","When you replay someone's TikTok, does the person know you watched it multiple times?","https://www.quora.com/unanswered/When-you-replay-someones-TikTok-does-the-person-know-you-watched-it-multiple-times"
"1590675611-205","https://www.quora.com/profile/Vincent-Pisano-2/questions","Does a person “live in Long Island” or “live on Long Island”? Which is the correct wording?","https://www.quora.com/Does-a-person-live-in-Long-Island-or-live-on-Long-Island-Which-is-the-correct-wording"
"1590675611-426","https://www.quora.com/profile/Vincent-Pisano-2/questions","Does Anthony Fauci have a mild form of bipolar disorder?","https://www.quora.com/Does-Anthony-Fauci-have-a-mild-form-of-bipolar-disorder"
"1590675611-706","https://www.quora.com/profile/Vincent-Pisano-2/questions","How long does a Facebook snooze last?","https://www.quora.com/unanswered/How-long-does-a-Facebook-snooze-last"
"1590675611-167","https://www.quora.com/profile/Vincent-Pisano-2/questions","What player of the 2020 NBA Draft will have the greatest impact?","https://www.quora.com/unanswered/What-player-of-the-2020-NBA-Draft-will-have-the-greatest-impact"
"1590675611-491","https://www.quora.com/profile/Vincent-Pisano-2/questions","What should a person do when the Animal Crossing server is down?","https://www.quora.com/What-should-a-person-do-when-the-Animal-Crossing-server-is-down"
"1590675611-616","https://www.quora.com/profile/Vincent-Pisano-2/questions","Has an MLB player ever had Tommy John surgery the previous season and been ready for the opening day of the following season?","https://www.quora.com/Has-an-MLB-player-ever-had-Tommy-John-surgery-the-previous-season-and-been-ready-for-the-opening-day-of-the-following-season"
"1590675611-420","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is the best way to determine whether a perfume or cologne will be a limited edition or not?","https://www.quora.com/What-is-the-best-way-to-determine-whether-a-perfume-or-cologne-will-be-a-limited-edition-or-not"
"1590675611-827","https://www.quora.com/profile/Vincent-Pisano-2/questions","How big of a role does peer pressure play into gaming addiction?","https://www.quora.com/How-big-of-a-role-does-peer-pressure-play-into-gaming-addiction"
"1590675611-781","https://www.quora.com/profile/Vincent-Pisano-2/questions","When you block someone on your Samsung Galaxy, can you send a text, and will they receive it?","https://www.quora.com/When-you-block-someone-on-your-Samsung-Galaxy-can-you-send-a-text-and-will-they-receive-it"
"1590675611-436","https://www.quora.com/profile/Vincent-Pisano-2/questions","Is OnlyFans the winner of quarantine?","https://www.quora.com/Is-OnlyFans-the-winner-of-quarantine"
"1590675611-839","https://www.quora.com/profile/Vincent-Pisano-2/questions","As a Taurus, who are your favorite musicians?","https://www.quora.com/As-a-Taurus-who-are-your-favorite-musicians"
"1590675611-461","https://www.quora.com/profile/Vincent-Pisano-2/questions","On Amazon, does it cost more to have more than one account in your Amazon Prime account?","https://www.quora.com/On-Amazon-does-it-cost-more-to-have-more-than-one-account-in-your-Amazon-Prime-account"
"1590675611-860","https://www.quora.com/profile/Vincent-Pisano-2/questions","What did you think of the NFL's virtual draft?","https://www.quora.com/What-did-you-think-of-the-NFLs-virtual-draft"
"1590675611-429","https://www.quora.com/profile/Vincent-Pisano-2/questions","Who is the best hockey penalty shooter?","https://www.quora.com/Who-is-the-best-hockey-penalty-shooter"
"1590675611-170","https://www.quora.com/profile/Vincent-Pisano-2/questions","What are reasons there would still be the smell of paint in a room that was painted weeks ago?","https://www.quora.com/unanswered/What-are-reasons-there-would-still-be-the-smell-of-paint-in-a-room-that-was-painted-weeks-ago"
"1590675611-196","https://www.quora.com/profile/Vincent-Pisano-2/questions","What is something a hairstylist would notice about a hair dyed job that others wouldn't notice?","https://www.quora.com/What-is-something-a-hairstylist-would-notice-about-a-hair-dyed-job-that-others-wouldnt-notice"
"1590675611-789","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you create a Gmail mail category on a mobile phone?","https://www.quora.com/unanswered/How-do-you-create-a-Gmail-mail-category-on-a-mobile-phone"
"1590675611-155","https://www.quora.com/profile/Vincent-Pisano-2/questions","Where is the best place to find Ben & Jerry's Nike sneakers?","https://www.quora.com/unanswered/Where-is-the-best-place-to-find-Ben-Jerrys-Nike-sneakers"
"1590675611-417","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you unfriend someone on PS5?","https://www.quora.com/How-do-you-unfriend-someone-on-PS5"
"1590675611-599","https://www.quora.com/profile/Vincent-Pisano-2/questions","Will snow days disappear because of online education during the coronavirus?","https://www.quora.com/unanswered/Will-snow-days-disappear-because-of-online-education-during-the-coronavirus"
"1590675611-311","https://www.quora.com/profile/Vincent-Pisano-2/questions","What was the most intense staredown in wrestling history?","https://www.quora.com/What-was-the-most-intense-staredown-in-wrestling-history"
"1590675611-188","https://www.quora.com/profile/Vincent-Pisano-2/questions","When a wedding photographer has a couple sign a non-refundable contract, what should a bride or groom do if their partner dies and they won't give a refund?","https://www.quora.com/When-a-wedding-photographer-has-a-couple-sign-a-non-refundable-contract-what-should-a-bride-or-groom-do-if-their-partner-dies-and-they-wont-give-a-refund"
"1590675611-650","https://www.quora.com/profile/Vincent-Pisano-2/questions","What fingers should be used for video game controllers?","https://www.quora.com/What-fingers-should-be-used-for-video-game-controllers"
"1590675611-334","https://www.quora.com/profile/Vincent-Pisano-2/questions","How do you stop receiving message requests from strangers on Instagram?","https://www.quora.com/How-do-you-stop-receiving-message-requests-from-strangers-on-Instagram"
"1590675611-256","https://www.quora.com/profile/Vincent-Pisano-2/questions","What happens when a person goes to the beach in New York and he/she can't provide proof of residence there?","https://www.quora.com/What-happens-when-a-person-goes-to-the-beach-in-New-York-and-he-she-cant-provide-proof-of-residence-there"
"1590675611-165","https://www.quora.com/profile/Vincent-Pisano-2/questions","Is a height of 7'5"" considered giantism?","https://www.quora.com/Is-a-height-of-75-considered-giantism"
"1590675611-277","https://www.quora.com/profile/Vincent-Pisano-2/questions","Why is the hire of Candice Lee as Vanderbilt University athletic director historic for the SEC?","https://www.quora.com/Why-is-the-hire-of-Candice-Lee-as-Vanderbilt-University-athletic-director-historic-for-the-SEC"
"1590675611-712","https://www.quora.com/profile/Vincent-Pisano-2/questions","Can you play a game on a PS5 without updating it?","https://www.quora.com/Can-you-play-a-game-on-a-PS5-without-updating-it"
"1590675611-424","https://www.quora.com/profile/Vincent-Pisano-2/questions","Who are the people with the highest OnlyFans salaries?","https://www.quora.com/unanswered/Who-are-the-people-with-the-highest-OnlyFans-salaries"
"1590675611-172","https://www.quora.com/profile/Vincent-Pisano-2/questions","What songs have ""quarantine"" in the lyrics?","https://www.quora.com/What-songs-have-quarantine-in-the-lyrics"
